Title,Author,Citation,Issue,Type ,Description
,"Catterall, Susan",16 AALL Spectrum 24 (2011-2012),Issue 4,notes,The Reference Desk
Green Library Projects Underway,"Selden, David",16 AALL Spectrum 26 (2011-2012),Issue 4,notes,The Sustainable Law Librarian
Free Soap,"Estes, Mark",16 AALL Spectrum 1 (2011-2012),Issue 5,comments,From the Editor
,,16 AALL Spectrum 2 (2011-2012),Issue 5,contents,Table of Contents
Connections with our International Colleagues,"Kirk, Darcy",16 AALL Spectrum 4 (2011-2012),Issue 5,comments,From the President
"Results Are in: First Session of the 112th Congress Adjourns, The","Feltren, Emily",16 AALL Spectrum 5 (2011-2012),Issue 5,notes,Washington Brief
Get In on the Action: How Embedded Law Librarians Can Instill Change and Improvement in their Libaries,"Friend, Shawn",16 AALL Spectrum 6 (2011-2012),Issue 5,article,
You Say You Want an E-Revolution: Helping Our Patrons Benefit from Developments in Personal Technology,"Steenken, Beau",16 AALL Spectrum 8 (2011-2012),Issue 5,article,
Parallel Lines: A Job Shadow Program between Two Academic Law Libraries,"Scott, Patricia;Gregory, Gwen",16 AALL Spectrum 11 (2011-2012),Issue 5,article,
Reaching Out and Meeting: The Student Outreach Team at Harvard Law School Library,"Taoultsides, George;Kribble, Meg",16 AALL Spectrum 12 (2011-2012),Issue 5,article,
Legal Project Management for Law Librarians: Are You on Board,"Tjaden, Ted",16 AALL Spectrum 14 (2011-2012),Issue 5,article,
Making the Most of LibGuides in Law Libraries: How can Law Libraries Leverage LibGuides,"Cofield, Maleniae;Solon, Kasia",16 AALL Spectrum 17 (2011-2012),Issue 5,article,
Organizational Tips for Law Librarians: Guidance for Maintaining an Organized Work Space,"Anders, Kelly Lynn",16 AALL Spectrum 19 (2011-2012),Issue 5,article,
Making a Connection: Linking Locations through Video Conferencing,"Heath, Annette",16 AALL Spectrum 22 (2011-2012),Issue 5,article,
Effectiveness,"Estes, Mark",16 AALL Spectrum 1 (2011-2012),Issue 6,comments,From the Editor
,,16 AALL Spectrum 2 (2011-2012),Issue 6,contents,Table of Contents
Taxpayers Have a Right to Access the Results of Publicly Funded Research,"Feltren, Emily",16 AALL Spectrum 4 (2011-2012),Issue 6,notes,Washington Brief
"Signs They are a-Changin': Is It Time to Give Your Library's Signage a Makeover, The","Serfass, Melissa",16 AALL Spectrum 5 (2011-2012),Issue 6,article,Public Relations
Changed (Not Lost) in Translation,"Simoni, Christopher;Xichen, Zheo",16 AALL Spectrum 8 (2011-2012),Issue 6,article,
Will an Institutional Repository Hurt my SSRN Ranking: Calming the Faculty Fear,"Donovan, James M.;Watson, Carol A.",16 AALL Spectrum 12 (2011-2012),Issue 6,article,
Mission: Possible AALL Representatives Forge Active Connections with Partner Organizations,"Holterhoff, Sally",16 AALL Spectrum 1 (2011-2012),Issue 6,notes,Members Briefing
Retirements in the Age of Economic Uncertainty: Are the Senior Librarians All Right,"Zook, Genevieve",16 AALL Spectrum 14 (2011-2012),Issue 6,article,
Cha-Cha-Changes: An Interview with Greg Castanias,"Will, Linda",16 AALL Spectrum 17 (2011-2012),Issue 6,article,
Boston: A City by Any Other Name: The City's Many Amenities Await Annual Meetings Attendees,"Katz, Janet C.;Splina, Carli",16 AALL Spectrum 20 (2011-2012),Issue 6,article,
Rewarding Student Research: Cornell University Law Library Debuts a Student Research Contest,"Callihan, Jean M.",16 AALL Spectrum 23 (2011-2012),Issue 6,article,
,"Catterall, Susan",16 AALL Spectrum 24 (2011-2012),Issue 6,notes,The Reference Desk
Proper Technique,"Estes, Mark",16 AALL Spectrum 1 (2011-2012),Issue 7,comments,From the Editor
,,16 AALL Spectrum 2 (2011-2012),Issue 7,contents,Table of Contents
Rowing Down the River One Meter (Or Should I Say Mentor) at a Time,"Kirk, Darcy",16 AALL Spectrum 4 (2011-2012),Issue 7,comments,From the President
Promoting UELMA in Your State,"Feltren, Emily",16 AALL Spectrum 5 (2011-2012),Issue 7,notes,Washington Brief
,"Lewis, Susan J.",16 AALL Spectrum 6 (2011-2012),Issue 7,notes,From the Treasurer
Public Relations: Dancing with Digital Natives: A Great Resource for Understanding Those Who Have Grown up with Digital Technology,"Cheatham, Cheryl ",16 AALL Spectrum 8 (2011-2012),Issue 7,article,
12th Annual Architecture Series,"Estes, Mark E.",16 AALL Spectrum 11 (2011-2012),Issue 7,article,
"Renew, Reuse, Renovate - Transforming the Main Reading Room in FSU College of Law's Research Center on a Budget","Farrell, Elizabeth",16 AALL Spectrum 12 (2011-2012),Issue 7,article,
Let There Be Light: Bryan Cave HRO Debuts its Redesigned Library Space,"Elisha, Matthew R.",16 AALL Spectrum 14 (2011-2012),Issue 7,article,
"Study in Light and Nature: University of the Pacific McGeorge School of Law's New Legal Studies Center Unites its Law Community, A","Daniels, Bethany",16 AALL Spectrum 16 (2011-2012),Issue 7,article,
"CRIV Sheet, The",,16 AALL Spectrum 1 (2011-2012),Issue 7,notes,
Working with Nontraditional Information Vendors,"Sayward, Jacob",16 AALL Spectrum 7 (2011-2012),Issue 7,notes,
"Sense of Place: The New U.S. Federal Courthouse in Jackson Traverses the Past and Keeps Pace with the Future, A","Tominello, Rosemarie",16 AALL Spectrum 19 (2011-2012),Issue 7,notes,
Careful Planning Pays Off: Growing Services and Space at the Thomas M. Cooley Law School Auburn Hills Campus Library,"Levenson, Helen N.",16 AALL Spectrum 22 (2011-2012),Issue 7,article,
"Long, Long Road, A","Castleberry, Crata;Fessenden, Ann",16 AALL Spectrum 24 (2011-2012),Issue 7,article,
Negotiating a 3-Peat: How I'm Making My Way to AALL Annual Meeting Three Years in a Row,"Norton, Crystal Sherman",16 AALL Spectrum 26 (2011-2012),Issue 7,article,
"Welcome the Neighborhood(s): Boston Offers a Plethora of Dining, Shopping, and Entertainment Options","Katz, Janet;Kribble, Meg;Spina, Carli",16 AALL Spectrum 27 (2011-2012),Issue 7,article,
Implementing an ERM System: A Practical Guide to Implementing an Electronic Resource Management System in Your Law Firm,"Bouthilet, Nancy Scibelli",16 AALL Spectrum 30 (2011-2012),Issue 7,article,
"Reference Desk, The","Catterall, Susan",16 AALL Spectrum 33 (2011-2012),Issue 7,notes,The Reference Desk
AALL Meeting in Boston: An Environmentally Conscious Plan,"Selden, David",16 AALL Spectrum 34 (2011-2012),Issue 7,notes,The Sustainable Law Librarian
Adjusting Attitudes,"Estes, Mark E.",16 AALL Spectrum 1 (2011-2012),Issue 8,comments,From the Editor
,,16 AALL Spectrum 2 (2011-2012),Issue 8,contents,Table of Contents
"End of the Row but Not the End of the River, The","Kirk, Darcy",16 AALL Spectrum 4 (2011-2012),Issue 8,comments,From the President
See You in Boston,"Feltren, Emily",16 AALL Spectrum 6 (2011-2012),Issue 8,notes,Washington Brief
Public Relations: Student Advisory Councils: Honing Your Outreach Efforts by Focusing on Your Audience,"Schander, Deborah",16 AALL Spectrum 7 (2011-2012),Issue 8,article,
Technology and Tradition: Managing Technology Requests Using Basic Library Science Techniques,"Smith, Jill A.",16 AALL Spectrum 11 (2011-2012),Issue 8,article,
Taking and Returning from a Leave of Absence: Tools and Tricks to Ease the Way,"Butler, Margaret",16 AALL Spectrum 13 (2011-2012),Issue 8,article,
"Entering the Hall of Fame: AALL Honors Bintliff, Chiorazzi, Hein, and Surrency for Professional Leadership","Maes, Margaret K.",16 AALL Spectrum 16 (2011-2012),Issue 8,article,
Experimenting with Embedding: A Law School Library Embeds  Librarians in Clinics and Seminars,"Kolonay, Brittany;Mathapo, Gail",16 AALL Spectrum 18 (2011-2012),Issue 8,article,
"2011 World Business Forum from 30,000 Feet: Why Law Librarians Should Make Business their Business, The","Riccio, Holly M.",16 AALL Spectrum 21 (2011-2012),Issue 8,article,
"Law Firm Consultant: The Process, the Players, and Obtaining the Most Favorable Results, The","Stivers, Robert S.",16 AALL Spectrum 24 (2011-2012),Issue 8,article,
Highest Honor: Nancy Johnson and Terry Martin are Honored with the 2012 Marian Gould Gallagher Award,"Maes, Margaret K.",16 AALL Spectrum 26 (2011-2012),Issue 8,article,
,"Catterall, Susan",16 AALL Spectrum 34 (2011-2012),Issue 8,notes,The Reference Desk
Annual Meeting Musings,"Estes, Mark E.",16 AALL Spectrum 1 (2011-2012),Issue 9,comments,From the Editor
,,16 AALL Spectrum 2 (2011-2012),Issue 9,contents,Table of Contents
Spring Executive Board Meeting,"Rusin, Deborah",16 AALL Spectrum 4 (2011-2012),Issue 9,comments,From the Secretary
Congratulations to the 2012 Winners of the PAGI and Oakley Advocacy Awards,"Feltren, Emily",16 AALL Spectrum 6 (2011-2012),Issue 9,notes,Washington Brief
Public Relations: Marketing Through the Ordinary...and the Extraordinary: How to Create a Buzz about your Library,"Aggerbeck, Valerie R.",16 AALL Spectrum 9 (2011-2012),Issue 9,article,
Deals and Dispute Resolution: Teaching Research Skills in a Short-Term Simulation Class,"Westwood, Karen",16 AALL Spectrum 12 (2011-2012),Issue 9,article,
Defensive Promotion: Twenty No-Cost Ways to Promote your Library and Defend your Budget,"Ottolenghi, Carol",16 AALL Spectrum 16 (2011-2012),Issue 9,article,
"Almost, but Not Quite, Entirely Unlike Libraries: Academic Law Librarians Enter the World of Archives","Etheredge, Stacy",16 AALL Spectrum 18 (2011-2012),Issue 9,article,
Did You Know...What the Executive Board Does,"Kirk, Darcy",16 AALL Spectrum 1 (2011-2012),Issue 9,notes,Members' Briefing
Please Consider the Environment before Printing this Email: Is Digital Really Better for the Environment,"Marcum, Emily",16 AALL Spectrum 21 (2011-2012),Issue 9,article,
Seattle 2013: Help us Plan a Dynamic Educational Experience for the 2013 AALL Annual Meeting,"Pabarja, Julie",16 AALL Spectrum 24 (2011-2012),Issue 9,article,
Shedding Light on CI/BD Research in Law Firms,"Morrow, Trina I.;Donovan, Annemarie",16 AALL Spectrum 26 (2011-2012),Issue 9,notes,Survey Says
,"Cattarell, Susan",16 AALL Spectrum 34 (2011-2012),Issue 9,notes,The Reference Desk
,,17 AALL Spectrum [i] (2012-2013),,titlepage,Title Page
"Creativity: A Group Activity, Coming from Many Participants","Estes, Mark E.",17 AALL Spectrum 1 (2012-2013),Issue 1,comments,From the Editor
,,17 AALL Spectrum 2 (2012-2013),Issue 1,contents,Table of Contents
Rethinking Our Value: The Year Ahead,"Wenger, Jean M.",17 AALL Spectrum 4 (2012-2013),Issue 1,comments,From the President
Report from the July 2012 Board Meeting and Business Meeting,"Rusin, Deborah",17 AALL Spectrum 6 (2012-2013),Issue 1,comments,From the Secretary
"2012 Advocacy Training, Policy Programs Help Members Become Effective Advocates at a Crucial Time","Feltren, Emily",17 AALL Spectrum 8 (2012-2013),Issue 1,notes,Washington Brief
Law Librarians Make a Difference with the Solar Heater Project,"Selden, David",17 AALL Spectrum 10 (2012-2013),Issue 1,notes,The Sustainable Law Librarian
Inspiring Excellence - The Winners of the AALL Excellence in Marketing Awards,"Friend, Shawn",17 AALL Spectrum 12 (2012-2013),Issue 1,article,
Rare Books & Technology - Collaborating within the Library,"Davis, Laurel E.;Kozikowski, Chester",17 AALL Spectrum 14 (2012-2013),Issue 1,article,
State Attorneys General and Their Law Librarians,"Mackler, Mark;Chagat, Jonathan N.",17 AALL Spectrum 17 (2012-2013),Issue 1,article,
"Competitive Advantage, The","Ball, Stephanie J.",17 AALL Spectrum 20 (2012-2013),Issue 1,article,
"Recipe for Success, A","Bennett, Donna",17 AALL Spectrum 23 (2012-2013),Issue 1,article,
Organizing County Legal Information in Wisconsin - Creating and Maintaining a Legal Resources Database,"Hassler, Carol",17 AALL Spectrum 24 (2012-2013),Issue 1,article,
"Librarians, Legal Research, and Classroom iPads - A Winning Combination","Matamoros, Alex Berrio;Neary, Mary Ann",17 AALL Spectrum 27 (2012-2013),Issue 1,article,
"Rural Reality - Rural Librarians Deserve and Need Your Attention, The","Christman, Vanessa",17 AALL Spectrum 30 (2012-2013),Issue 1,article,
Making IR Content Discoverable - Improving Institutional Repository Content Discovery through Your Local catalog and WorldCat,"Wang, Fang",17 AALL Spectrum 32 (2012-2013),Issue 1,article,
In Just 15 Minutes - The Law Library Association of Maryland's Innovative Conference,"Witman, Sara;Lazun, Mary Jo",17 AALL Spectrum 35 (2012-2013),Issue 1,article,
,"Catterall, Susan",17 AALL Spectrum 38 (2012-2013),Issue 1,notes,The Reference Desk
Perceptual Set,"Estes, Mark E.",17 AALL Spectrum 1 (2012-2013),Issue 2,comments,From the Editor
,,17 AALL Spectrum 2 (2012-2013),Issue 2,contents,Table of Contents
Value: What's Association Got to Do with It,"Wenger, Jean M.",17 AALL Spectrum 4 (2012-2013),Issue 2,comments,From the President
"Look at the Lame Duck, A","Feltron, Emily",17 AALL Spectrum 6 (2012-2013),Issue 2,notes,Washington Brief
Trending on Twitter: How Twitter Can Help #lawlibrarians,"Carter, George",17 AALL Spectrum 7 (2012-2013),Issue 2,article,Public Relations
Cliff Jumping - Working for a Non-ABA-Accredited Law School: Why the Reward Is Worth the Risk,"Marsh, Katherine;Gilbertson, Jordan",17 AALL Spectrum 9 (2012-2013),Issue 2,article,
"Law Library Service to the Jail - Experiences, Challenges, and Lessons from Providing Library Services to Inmates","Reppe, Liz",17 AALL Spectrum 11 (2012-2013),Issue 2,article,
Show Me (How to Get) the Money - Practical Advice for Managing the Grants and Scholarships Application Process,"Alexander, Andrea;Richardson, Ellen",17 AALL Spectrum 13 (2012-2013),Issue 2,article,
"CRIV Sheet, The",,17 AALL Spectrum 1 (2012-2013),Issue 2,notes,
"Get up, Stand up - Law Librarians Reject Their Office Chairs' Cold Embrace","Vander Heijden, Mike",17 AALL Spectrum 17 (2012-2013),Issue 2,article,
"Simple Solution - Creating and Implementing a Library Policy for Patrons with Disabilities, A","Huffnagle, Stephanie A.",17 AALL Spectrum 19 (2012-2013),Issue 2,article,
Promoting Services and Celebrating Differences - Working Together to Provide Access to Legal Information and Justice,"Cheney, Mari;Galglish, Jennifer;Mecklem, Susan",17 AALL Spectrum 22 (2012-2013),Issue 2,article,
Enriching the Vocabulary of Law - New Legal Subject Headings,"Graham, Suzanne R.;Prager, George",17 AALL Spectrum 24 (2012-2013),Issue 2,article,
"Cognitive Disadvantages of E-Books - Although E-Books Have Many Pros, Don't Ignore the Cons","Marcum, Emily",17 AALL Spectrum 26 (2012-2013),Issue 2,article,
,"Catterall, Susan",17 AALL Spectrum 30 (2012-2013),Issue 2,comments,The Reference Desk
,,17 AALL Spectrum 1 (2012-2013),Issue 3,comments,From the Editor
,,17 AALL Spectrum 2 (2012-2013),Issue 3,contents,Table of Contents
Lessons Learned from the 2011-2012 Legislative Session,"Feltren, Emily",17 AALL Spectrum 4 (2012-2013),Issue 3,comments,Washington Brief
"Day in the Life, A","Friend, Shawn",17 AALL Spectrum 5 (2012-2013),Issue 3,comments,Public Relations
"Dual Degree: A Requirement in Search of a Justification, The","Young, Stephen",17 AALL Spectrum 7 (2012-2013),Issue 3,article,
Hey - Employers - What is it that you Want - The Baffling Job Search of a Recent Graduate,"Daly, Patrick S.",17 AALL Spectrum 11 (2012-2013),Issue 3,article,
Librarians: Go and be Disorganized - A Blog Post got me Thinking about our Future,"Wiseman, Megan",17 AALL Spectrum 12 (2012-2013),Issue 3,article,
,,17 AALL Spectrum 1 (2012-2013),Issue 3,notes,Members' Briefing
Why Does a Wiki Succeed or Fail - Using one Wiki's Failure to Understand why some Wikis Succeed,"Wambold, Sally",17 AALL Spectrum 15 (2012-2013),Issue 3,article,
Law Libraries Linking Data to Mobile Devices - Save Patrons'  Time and Stay Hip,"Russell, Anna;Spina, Carli",17 AALL Spectrum 16 (2012-2013),Issue 3,article,
Rules of Dating - How to Court Your Faculty or a Managing Partner,"Johnson, Elizabeth",17 AALL Spectrum 19 (2012-2013),Issue 3,article,
"Attitude, Creativity, Collaboration, and Tech - The New Success Formula for Law Librarians","Kaczorowski, Monice M.;Lapachet, Jaye A. H.",17 AALL Spectrum 22 (2012-2013),Issue 3,article,
,,17 AALL Spectrum 25 (2012-2013),Issue 3,comments,The Reference Desk
,,17 AALL Spectrum 1 (2012-2013),Issue 4,comments,From the Editor
,,17 AALL Spectrum 2 (2012-2013),Issue 4,contents,Table of Contents
AALL and the Legal Profession: Value Advanced,"Wenger, Jean M.",17 AALL Spectrum 4 (2012-2013),Issue 4,comments,From the President
Fall Executive Board Meeting Highlights,"Rusin, Deborah",17 AALL Spectrum 5 (2012-2013),Issue 4,comments,From the Secretary
,,17 AALL Spectrum 6 (2012-2013),Issue 4,comments,Washington Brief
"Art of Making Law Library Videos, The","Dabney, L. Cindy",17 AALL Spectrum 7 (2012-2013),Issue 4,comments,Public Relations
Negotiating and Complying with Electronic Database License Agreements,"Mattson, Ingrid A. B.;Schneider, Linda-Jean",17 AALL Spectrum 9 (2012-2013),Issue 4,article,
Bringing Augmented Reality to the Academic Law Library,"Barnes, Elizabeth;Brammer, Robert M.",17 AALL Spectrum 13 (2012-2013),Issue 4,article,
Into the Breach with AALL's Diversity Committee - Law Librarians' Struggle to Achieve Diversity Goals,"Lucero, Michele A.;Steenken, Beau",17 AALL Spectrum 15 (2012-2013),Issue 4,article,
Unleashing the Leader in You - Our AALL Leadership Academy Experience,"Butler, Margaret;Holloway, Trina",17 AALL Spectrum 18 (2012-2013),Issue 4,article,
Survey Savvy - The Truth about Benchmarking,"Stouffer, Christine;Ertin, Umit",17 AALL Spectrum 21 (2012-2013),Issue 4,article,
"Internet: Academic Foe or Friend - Google and Federated Searches may Point the Way Forward for Branding Law Libraries, The","Neacsu, Dana",17 AALL Spectrum 25 (2012-2013),Issue 4,article,
Creating Shelf Space - Is it Time for a Reference Collection Overhaul,"Vogel, Carissa",17 AALL Spectrum 27 (2012-2013),Issue 4,article,
,,17 AALL Spectrum 30 (2012-2013),Issue 4,comments,The Reference Desk
"Interview with an Environmental Mover and Shaker, An","Selden, David",17 AALL Spectrum 32 (2012-2013),Issue 4,comments,The Sustainable Law Librarian
Fresh Bread,"Estes, Mark E.",17 AALL Spectrum 1 (2012-2013),Issue 5,comments,From the Editor
,,17 AALL Spectrum 2 (2012-2013),Issue 5,contents,Table of Contents
"2013-2016 Strategic Directions: Mission Based, Goal Oriented","Wenger, Jean M.",17 AALL Spectrum 4 (2012-2013),Issue 5,comments,From the President
Public Relations: Digital Signage - A New Tool in your Arsenal of Knowledge,"Schander, Deborah",17 AALL Spectrum 7 (2012-2013),Issue 5,article,
How Can We Make Our Discovery Layer More User-Centric? Using Banned Books Week to reconnect with our users,"Dulaney, Christine Korytnyk",17 AALL Spectrum 10 (2012-2013),Issue 5,article,
"Social Side of Law Libraries: How are Libraries Using and Managing Social Media, The","Ahlbrand, Ashley",17 AALL Spectrum 12 (2012-2013),Issue 5,article,
Request for Proposal: A Requirement for all Professionals - Using an RFP to Select the Best Technology System for your Library,"Jost, Richard",17 AALL Spectrum 14 (2012-2013),Issue 5,article,
Cheaper Online - Our Firm Library's Gradual Move to all Electronic,"Humphries, LaJean",17 AALL Spectrum 17 (2012-2013),Issue 5,article,
Attitude is Everything: Surveying the Perceptions and Attitudes of Embedded Law Librarians,"Alexander, Andrea;Jefferson, Jordan",17 AALL Spectrum 21 (2012-2013),Issue 5,article,
"Missing Link: Making Research Easier with Linked Citations, The","Harrell, Nick",17 AALL Spectrum 23 (2012-2013),Issue 5,article,
,,17 AALL Spectrum 26 (2012-2013),Issue 5,comments,The Reference Desk
Initial Reactions,"Estes, Mark E.",17 AALL Spectrum 1 (2012-2013),Issue 6,comments,From the Editor
,,17 AALL Spectrum 2 (2012-2013),Issue 6,contents,Table of Contents
Policy Priorities and Strategies for 2013,"Feltren, Emily",17 AALL Spectrum 4 (2012-2013),Issue 6,notes,Washington Brief
Relationship Marketing: How to Market Your Library by Supporting Public Interest Law Auctions,"Brillatine, Frances M.",17 AALL Spectrum 5 (2012-2013),Issue 6,notes,Public Relations
"Gamification: Is It Right for Your Library - The Rewards, Risks, and Implications of Gamification","Spina, Carli",17 AALL Spectrum 7 (2012-2013),Issue 6,article,
Cloudy with a Change of Collaboration: How Cloud Services Can Enhance Collaboration among Librarians ,"Wale, Carla;Richardson, Ellen",17 AALL Spectrum 10 (2012-2013),Issue 6,article,
Law Firm Changes Offer Opportunities for Libraries: Suggestions for Getting ahead of the Curve,"Sutherland, Sarah",17 AALL Spectrum 15 (2012-2013),Issue 6,article,
,,17 AALL Spectrum 1 (2012-2013),Issue 6,notes,Members' Briefing
ReThinking Seattle: The Co-Chairs of This Year's Local Arrangements Committee Talk All Things Seattle,"Dermody, Rita;Ching, Tina",17 AALL Spectrum 18 (2012-2013),Issue 6,article,
"Pilot Using OverDrive: E-Lending in Academic Law Libraries, A","Scholtz, Nina E.",17 AALL Spectrum 21 (2012-2013),Issue 6,article,
Can I Cancel My Print Case Reporter Collection: A Look at the Merits of Free Online Resources as a Substitute,"Galfano, Paul",17 AALL Spectrum 24 (2012-2013),Issue 6,article,
,"Catterall, Susan",17 AALL Spectrum 26 (2012-2013),Issue 6,comments,The Reference Desk
"Paying Attention: Design, Communication, Education","Estes, Mark E.",17 AALL Spectrum 1 (2012-2013),Issue 7,comments,From the Editor
,,17 AALL Spectrum 2 (2012-2013),Issue 7,contents,Table of Contents
Rethinking along the Strategic Continuum,"Wenger, Jean M.",17 AALL Spectrum 4 (2012-2013),Issue 7,comments,From the President
"Look at AALL's 2012 Fiscal Year, A","Lewis, Susan J.",17 AALL Spectrum 6 (2012-2013),Issue 7,comments,From the Treasurer
Congratulations to the 2013 Recipients of the PAGI and Oakley Advocacy Awards,"Feltren, Emily",17 AALL Spectrum 8 (2012-2013),Issue 7,notes,Washington Brief
"Architecture, Logos, and Brands - Oh My: What's a Library to Do","Fletcher, Kathy",17 AALL Spectrum 9 (2012-2013),Issue 7,notes,Public Relations
"Monument Gets a Makeover: Tackling the Challenges of an Urban Renovation at the San Diego County Public Law Library, A","Adkins, John W.",17 AALL Spectrum 12 (2012-2013),Issue 7,article,
"Modern Spaces, Changing Light: Perkins Coie Gets a Unique and Colorful Makeover","Eaton, Amy",17 AALL Spectrum 15 (2012-2013),Issue 7,article,
Building with Vision: The Birth of Concordia University School of Law and George R. White Law Library,"Gragg, Phillip",17 AALL Spectrum 18 (2012-2013),Issue 7,article,
Blending Tradition and Technology: Leon E. Bloch Law Library at the University of Missouri-Kansas City Has Completed Its First Phase of Renovations,"Callister, Paul D.;Robak, Michael J.",17 AALL Spectrum 21 (2012-2013),Issue 7,article,
"Going Green and Repurposing Space: The University of Baltimore Debuts Its New Law Center, Slated to Receive LEED Platinum Certification","Lau, Clement Chu-Sing;Murtha, Mary Elizabeth",17 AALL Spectrum 23 (2012-2013),Issue 7,article,
,,17 AALL Spectrum 1 (2012-2013),Issue 7,notes,The CRIV Sheet
"Symbol of the Rule of Law: The Ralph L. Carr Colorado Judicial Center Consolidates the Judicial Department into a Single Iconic Building, A","Cordova, Dan",17 AALL Spectrum 25 (2012-2013),Issue 7,article,
Venturing beyond Seattle: Traveling outside the Annual Meeting's Host City,"Endter, Anna L.",17 AALL Spectrum 29 (2012-2013),Issue 7,article,
Will Google Books Library Project End Copyright: Millions of Magazines Hidden in Google Books Library Project Endanger U.S. Copyright,"Kevles, Barbara",17 AALL Spectrum 34 (2012-2013),Issue 7,article,
Promoting Access to Justice with Your Local Public Library: Collaborating with the Public Library System on Legal Resource Programs for Public Librarians,"Lawson, Joseph D.",17 AALL Spectrum 37 (2012-2013),Issue 7,article,
Empowering the Next Generation of Law Firm Librarians: Projecting Our Value to Law Firm Management,"Bailey, Scott D.;Florio, Emily R.",17 AALL Spectrum 39 (2012-2013),Issue 7,article,
Finding an Elegant Solution to a Failed Wiki: Surveying versus Scanning,"Wambold, Sally",17 AALL Spectrum 41 (2012-2013),Issue 7,article,
,"Catterall, Susan",17 AALL Spectrum 44 (2012-2013),Issue 7,comments,The Reference Desk
,"Selden, David",17 AALL Spectrum 45 (2012-2013),Issue 7,notes,The Sustainable Law Librarian
Lost Days,"Estes, Mark E.",17 AALL Spectrum 1 (2012-2013),Issue 8,comments,From the Editor
,,17 AALL Spectrum 2 (2012-2013),Issue 8,contents,Table of Contents
Rethinking our Future,"Wenger, Jean M.",17 AALL Spectrum 4 (2012-2013),Issue 8,comments,From the President
See You in Seattle: A Guide to Public Policy Programs at the 2013 Annual Meeting,"Feltren, Emily",17 AALL Spectrum 6 (2012-2013),Issue 8,notes,Washington Brief
Outstanding: 47 Ways to Make Your Organization Exceptional,"Shoemaker, Joy M.",17 AALL Spectrum 7 (2012-2013),Issue 8,article,
Local Advocacy Networks: Adopting UELMA in Your State and How You Can Help,"Dunn, Catherine M.",17 AALL Spectrum 11 (2012-2013),Issue 8,article,
RLLL Mobile Turns One: Reflections on How We Developed a Library Mobile Site from the Ground Up,"Lemmer, Catherine A.;Alcasid, Hannah",17 AALL Spectrum 14 (2012-2013),Issue 8,article,
Authenticating the John Hancock of Online Primary Legal Materials: The Technical and Policy Concerns at Play,"Russell, Anna;Larrington, Jane",17 AALL Spectrum 17 (2012-2013),Issue 8,article,
Digging in to Patron Data: What I Learned from the Law School Facebook,"Ryan, Sarah E.",17 AALL Spectrum 20 (2012-2013),Issue 8,comments,
Recognizing the Outstanding: Carolyn P. Ahearn and Judy Meadows Receive the 2013 Marian Gould Gallagher Award,"Moore, Elizabeth L.",17 AALL Spectrum 22 (2012-2013),Issue 8,article,
Going Green with Carpooling: Setting up a Carpooling Program at Your Institution,"Marcum, Emily",17 AALL Spectrum 23 (2012-2013),Issue 8,article,
Showcasing Art in the Law Library: A County Law Library in Pennsylvania Launches Its Art Program,"Pasqua, Barbara",17 AALL Spectrum 24 (2012-2013),Issue 8,article,
"Valuable Contribution to Legal Literature: AALL Names Its 2013 Joseph L. Andrews Bibliographical Award Winner, A","Aranas, Pauline",17 AALL Spectrum 25 (2012-2013),Issue 8,article,
Frank Sinatra Never Branded Himself a Ninja: Some Thoughts on Informality in Digital Interactions,"Wiseman, Megan",17 AALL Spectrum 26 (2012-2013),Issue 8,article,
"Introducing the Hall of Fame Class of 2013: AALL Honors Brecht, Spinelli, Todd, and Wright","Houdek, Frank G.",17 AALL Spectrum 28 (2012-2013),Issue 8,article,
,"Catterall, Susan",17 AALL Spectrum 30 (2012-2013),Issue 8,comments,The Reference Desk
,,17 AALL Spectrum 32 (2012-2013),Issue 8,misc,Miscellaneous Documents
"Last Time, The","Estes, Mark E.",17 AALL Spectrum 1 (2012-2013),Issue 9,comments,From the Editor
,,17 AALL Spectrum 2 (2012-2013),Issue 9,contents,Table of Contents
Spring Executive Board Meeting,"Rusin, Deborah",17 AALL Spectrum 4 (2012-2013),Issue 9,comments,From the Secretary
Put Advocacy in Practice This August Recess,"Feltren, Emily",17 AALL Spectrum 6 (2012-2013),Issue 9,notes,Washington Brief
"Visit to Irish Libraries: An Opportunity to See Some of the Great Libraries of Ireland, A","Sobey, Linda M.",17 AALL Spectrum 8 (2012-2013),Issue 9,article,Public Relations
In Support of Universal Citation: AALL's Work to Promote Universal Citation Continues with the Release of the Third Edition of Its Universal Citation Guide,"Burnett, Anne;Cordova, Dan",17 AALL Spectrum 12 (2012-2013),Issue 9,article,
Cooking Lessons and Legal Research: Creating and Integrating Instructional Videos into Legal Research Training,"Williams, Austin Martin",17 AALL Spectrum 15 (2012-2013),Issue 9,article,
Innovative Displays in Law Libraries: Showcase Your Collections and Your Talent with Displays That Capture the Creative Spirit of Your Law Library,"Leysen, Sherry L.;Wolotira, Alena L.",17 AALL Spectrum 17 (2012-2013),Issue 9,article,
"Law Librarian's Guide to Effective Committee Participation: Tips Gathered from Longtime Committee Members, A","Outler, Elizabeth",17 AALL Spectrum 21 (2012-2013),Issue 9,article,
Are Our Users Customers: A Librarian's Thoughts on Professionalism in Librarianship,"Donovan, Paul J.",17 AALL Spectrum 25 (2012-2013),Issue 9,article,
