,Title,Author,Citation,Issue,Type ,Description,Year
2224,Ask a Director: Reporting Accomplishments,"Osborne, Caroline;Selby, Courtney L.",22 AALL Spectrum 36 (2017-2018),Issue 3,notes,Leadership,2017
2226,Coding with the Building Blocks of the Web,"Szydlowski, Nick",22 AALL Spectrum 42 (2017-2018),Issue 3,notes,Technology,2017
2227,Chinese and American Forum on Legal Information and Law Libraries: Highlights from Hangzhou,"Han, Ning;Ma, Evelyn;Luo, Wei",22 AALL Spectrum 47 (2017-2018),Issue 3,notes,Education,2017
2229,Finding Time for Training,"Johnson, Liz McCurry;Knight, Dolly;Nash, Maribel",22 AALL Spectrum 54 (2017-2018),Issue 3,notes,Reference Desk,2017
2231,Knowledge & Competency: Closing the Legal Technology Gap,"Niedringhaus, Kristina L.",22 AALL Spectrum 1 (2017-2018),Issue 4,notes,Editor's Note,2017
2233,Professional Development: Turning Knowledge into Action,"Lambert, Greg",22 AALL Spectrum 5 (2017-2018),Issue 4,comments,President's Message,2017
2235,Real-World Legal Technology Training,"Ginsberg, Debbie;Spencer, Michelle",22 AALL Spectrum 14 (2017-2018),Issue 4,article,,2017
2236,Improving Student Outcomes in Online Learning,"Trammell, Rebecca S.",22 AALL Spectrum 18 (2017-2018),Issue 4,article,,2017
2237,Enhancing the Online Learning Environment,"Marks, Taryn;Purcell, Rachel",22 AALL Spectrum 21 (2017-2018),Issue 4,article,,2017
2238,Two Pedagogies in Search of Synergy,"Schultz, Lisa;Mart, Susan Nevelow",22 AALL Spectrum 24 (2017-2018),Issue 4,article,,2017
2240,Ask a Director: Skills for New Lawyers,"Andeen, Sarah R.",22 AALL Spectrum 32 (2017-2018),Issue 4,notes,Leadership,2017
2241,The Ins and Outs of Advocacy,"Etheredge, Stacy;Jarrett, Peggy Roebuck;Westwood, Karen",22 AALL Spectrum 34 (2017-2018),Issue 4,notes,Advocacy,2017
2243,Are Law Libraries Victims of Their Own Success,"Gragg, Phillip",22 AALL Spectrum 40 (2017-2018),Issue 4,notes,Education,2017
2244,Mental Health and the Role of the Law Librarian,"Anzalone, Filippa Marullo;Vann, Cameron",22 AALL Spectrum 43 (2017-2018),Issue 4,notes,Advocacy,2017
2246,Reference Desk: Workplace Rights,"Johnson, Liz McCurry;Knight, Dolly;Nash, Maribel",22 AALL Spectrum 52 (2017-2018),Issue 4,notes,Business Edge,2017
2247,Chasing Technology: Staying ahead of the Legal Curve,"Niedringhaus, Kristina L.",22 AALL Spectrum 1 (2017-2018),Issue 5,notes,Editor's Note,2017
2249,Whose Disruption Is It Anyway: Finding Balance in the Information & Network Age,"Lambert, Greg",22 AALL Spectrum 5 (2017-2018),Issue 5,comments,President's Message,2017
2251,What You Need to Know about Cybersecurity,"Donato, Brian;Gossmeyer, Michele;Moore, Kevin;Segger, Jon",22 AALL Spectrum 14 (2017-2018),Issue 5,article,,2017
2252,Moving from Content Aggregation to Content Intelligence,"Lastres, Steven A.",22 AALL Spectrum 18 (2017-2018),Issue 5,article,,2017
2253,Who Is This: Moving from Authority Control to Identity Management,"Graham, Suzanne;Lee, Dong Joon;Radio, Erik;Tarver, Hannah",22 AALL Spectrum 24 (2017-2018),Issue 5,article,,2017
2254,Rethinking Digital Repositories & the Future of Open Access,"Schilt, Margaret;Shephard, Karen;Watson, Carol",22 AALL Spectrum 28 (2017-2018),Issue 5,article,,2017
2256,Ask a Director: Safeguarding Privacy & Data,"Armond, David",22 AALL Spectrum 36 (2017-2018),Issue 5,notes,Leadership,2017
2257,Tech Trends Improving Open Government,"Ahmad, Tariq;Goitom, Hanibal;Weber, Andrew",22 AALL Spectrum 38 (2017-2018),Issue 5,notes,Advocacy,2017
2258,Seeking New Members: Special Interests Groups Provide Unique Benefits for Law Libraries,"Gordon, Madelaine A.",22 AALL Spectrum 41 (2017-2018),Issue 5,notes,Advocacy,2017
2262,Reference Desk: Using Tech in Disaster Planning & Management,"Johnson, Liz McCurry;Knight, Dolly;Nash, Maribel",22 AALL Spectrum 56 (2017-2018),Issue 5,notes,Business Edge,2017
2263,Tackling Legal Technology,"Niedringhaus, Kristina L.",22 AALL Spectrum 1 (2017-2018),Issue 6,notes,Editor's Note,2017
2265,Strategic Planning & Goal Setting,"Lambert, Greg",22 AALL Spectrum 7 (2017-2018),Issue 6,comments,President's Message,2017
2267,Bottom-up Goal Setting,"Lewis, Sarah;Mathapo, Gail;Purcell, Rachel",22 AALL Spectrum 22 (2017-2018),Issue 6,article,,2017
2268,What a Technical Services Librarian Wants Their Library Director to Know,"Briscoe, Georgia",22 AALL Spectrum 27 (2017-2018),Issue 6,article,,2017
2269,Publishing Basics: How to Get Started & Where to Begin,"Dalton, Shamika;Villagran, Michele A. L.",22 AALL Spectrum 30 (2017-2018),Issue 6,article,,2017
2271,Ask a Director: Developing Soft Skills,"Anders, Kelly Lynn",22 AALL Spectrum 38 (2017-2018),Issue 6,notes,Leadership,2017
2272,AALL Gallagher Award Celebrates Outstanding Achievement,"Cosby, Michelle",22 AALL Spectrum 40 (2017-2018),Issue 6,notes,Leadership,2017
2273,Achievements in Legal Literature,"Davey, John H.",22 AALL Spectrum 43 (2017-2018),Issue 6,notes,Leadership,2017
2274,2018 AALL Hall of Fame,"Knecht, Elaine M.",22 AALL Spectrum 44 (2017-2018),Issue 6,notes,Leadership,2017
2275,3 Tech-Savvy Ways Law Librarians Can Shake up the Status Quo,"Kroski, Ellyssa",22 AALL Spectrum 46 (2017-2018),Issue 6,notes,Technology,2017
2277,Reference Desk: Navigating the AALL Annual Meeting,"Johnson, Liz McCurry;Knight, Dolly M.;Nash, Maribel",22 AALL Spectrum 52 (2017-2018),Issue 6,notes,Business Edge,2017
2279,Adopting Innovation: Where Do You Fall on the Curve,"Niedringhaus, Kristina L.",23 AALL Spectrum 1 (2018-2019),Issue 1,notes,Editor's Note,2018
2281,Capitalizing on Our Strengths: Demonstrating Our Unique Skills and Expertise,"Cadmus, Femi",23 AALL Spectrum 5 (2018-2019),Issue 1,comments,President's Message ,2018
2287,Putting Artificial Intelligence to Work in Law Firms,"Walters, Ed;Wright, Morgan",23 AALL Spectrum 16 (2018-2019),Issue 1,article,,2018
2288,Data-Driven Decision Making: Getting Started with Reference Tracking Systems & Data Analytics,"Atchison, Amy;Liebert, June H.",23 AALL Spectrum 20 (2018-2019),Issue 1,article,,2018
2289,Let's Teach Our Students Legal Technology: but What Should We Include,"Diamond, Randy J.;Fox, Darin;Hirsh, Kenneth J.;Kuehl, Heidi Frostestad;Robak, Michael",23 AALL Spectrum 23 (2018-2019),Issue 1,article,,2018
2290,Cannabis Law & Lawyering:  Developments in 2018,"Russell, Emilie",23 AALL Spectrum 29 (2018-2019),Issue 1,article,,2018
2292,Ask a Director,"Lastres, Steven A.",23 AALL Spectrum 36 (2018-2019),Issue 1,notes,Leadership,2018
2293,Kind of a Big Deal,"Laskowski, Casandra",23 AALL Spectrum 38 (2018-2019),Issue 1,notes,Advocacy,2018
2296,Reference Desk Tackling New Technology,"Knight, Dolly M. ;Nash, Maribel",23 AALL Spectrum 46 (2018-2019),Issue 1,notes,Business Edge,2018
2299,Thriving in the Midst of Change Enter the Resilient and Inventive Librarian,"Cadmus, Femi",23 AALL Spectrum 5 (2018-2019),Issue 2,comments,President's Message,2018
2305,"Changing Data, Evolving Librarians","Applebaum, Zena",23 AALL Spectrum 12 (2018-2019),Issue 2,article,,2018
2306,Learning from Crucible Moments to Become Better Crisis Leaders,"Bell, Steven J.",23 AALL Spectrum 16 (2018-2019),Issue 2,article,,2018
2307,Strategic Planning: Using SWOT or SOAR Analysis to Improve Your Organization,"Cosby, Michelle",23 AALL Spectrum 20 (2018-2019),Issue 2,article,,2018
2309,Ask A Director Paying for Professional Development,"Sears, Mariann",23 AALL Spectrum 28 (2018-2019),Issue 2,notes,Leadership,2018
2310,Providing Legal Assistance in Times of Crisis,"Detweiler, Brian",23 AALL Spectrum 30 (2018-2019),Issue 2,notes,Education,2018
2311,Prefiltering vs. Postfiltering: Which Is the Best Method for Searching,"Rothenberg, Kevin",23 AALL Spectrum 34 (2018-2019),Issue 2,notes,Technology,2018
2313,Reference Desk Making the Transition,"Knight, Dolly M.;Nash, Maribel;Vanderlin, Scott",23 AALL Spectrum 40 (2018-2019),Issue 2,notes,Business Edge,2018
2314,"New Year, New Changes: What Are Your Aspirations","Niedringhaus, Kristina L.",23 AALL Spectrum 1 (2018-2019),Issue 3,comments,Editor's Note,2018
2316,Forging Ahead with Momentum from Past Accomplishments,"Cadmus, Femi",23 AALL Spectrum 5 (2018-2019),Issue 3,comments,President's Message,2018
2317,Accessibility,"Olmstead-Rumsey, Emma",23 AALL Spectrum 7 (2018-2019),Issue 3,notes,Up Front: Trending,2018
2318,Vantage Point,"Joyner, Zanada",23 AALL Spectrum 8 (2018-2019),Issue 3,notes,Up Front: Member Profile,2018
2321,Shedding Light on Legal Research Accessibility for the Blind,"Seidler, Rena",23 AALL Spectrum 12 (2018-2019),Issue 3,article,,2018
2322,The Minority Leadership Development Award Effect: Catching up with the First 10 Years of Winners,"Matamoros, Alex Berrio;Nejdl, Clanitra Stewart",23 AALL Spectrum 16 (2018-2019),Issue 3,article,,2018
2325,Ask a Director: Making the Library More Accessible,"Shucha, Bonnie",23 AALL Spectrum 28 (2018-2019),Issue 3,notes,Leadership,2018
2326,Combining Innovation & Technology for Real Change,"Lowry, Katherine M.",23 AALL Spectrum 30 (2018-2019),Issue 3,notes,Technology: Talking Tech,2018
2328,Should You Volunteer,"Knight, Dolly M.;Nash, Maribel;Vanderlin, Scott",23 AALL Spectrum 36 (2018-2019),Issue 3,notes,Business Edge: Reference Desk,2018
2329,Reimagining Education: Becoming a Lifelong Learner,"Niedringhaus, Kristina L.",23 AALL Spectrum 1 (2018-2019),Issue 4,comments,Editor's Note,2018
2331,Spring into Volunteering: AALL Has Several Opportunities for You to Make Your Mark,"Cadmus, Femi",23 AALL Spectrum 5 (2018-2019),Issue 4,comments,President's Message,2018
2336,Pedagogical Lessons from Video Games,"Laskowski, Casandra M.",23 AALL Spectrum 12 (2018-2019),Issue 4,article,,2018
2337,Designing and Implementing Research Competency,"Downing, Nicole;Pal, Anupama;Tarves, Theresa",23 AALL Spectrum 15 (2018-2019),Issue 4,article,,2018
2338,Developing a Culturally Competent Legal Research Curriculum,"Dalton, Shamika;Nejdl, Clanitra Stewart",23 AALL Spectrum 18 (2018-2019),Issue 4,article,,2018
2339,Tackling Administrative Law Research,"Cheney, Mari;Krishnaswami, Julie Graves;Sowards, Jason R.",23 AALL Spectrum 22 (2018-2019),Issue 4,article,,2018
2343,"The GOALI Initiative: Removing the Barriers to Legal Research, Training, and Justice in Developing Countries","Johns, Lora;Quinones, Diana;Serindag, Yuksel;Stein, Stacia",23 AALL Spectrum 38 (2018-2019),Issue 4,notes,Education,2018
2344,Hosting a Successful Transcription Party,"Almeida, Jessica;Dyszlewski, Nicole P.;Hennen, Alisha",23 AALL Spectrum 42 (2018-2019),Issue 4,notes,Community,2018
2345,Creating a Culture for Innovation,"Brice, Kenton S.",23 AALL Spectrum 45 (2018-2019),Issue 4,notes,Technology: Talking Tech,2018
2347,The Art of Co-Teaching,"Knight, Dolly M. ;Nash, Maribel;Vanderlin, Scott",23 AALL Spectrum 50 (2018-2019),Issue 4,notes,Business Edge: Reference Desk,2018
2350,Championing Legal Information: Appreciating the Impact of AALL's Advocacy Efforts,"Cadmus, Femi",23 AALL Spectrum 5 (2018-2019),Issue 5,comments,President's Message,2018
2352,From the Treasurer: Looking Back and Moving Forward,"Willis, Jean L.",23 AALL Spectrum 8 (2018-2019),Issue 5,notes,Up Front: News & Notes,2018
2355,Ask Your Friendly Library Chatbot,"Brammer, Robert;Mehlhorn, Saskia",23 AALL Spectrum 14 (2018-2019),Issue 5,article,,2018
2356,"The General Data Protection Regulation Is Here, and It's Not Going Anywhere","Dempsey, Shane",23 AALL Spectrum 18 (2018-2019),Issue 5,article,,2018
2357,Making the Switch to Open Source,"Ward, Keely;Wood, Morgan",23 AALL Spectrum 22 (2018-2019),Issue 5,article,,2018
2359,Tackling Technology Competencies,"Brown, Kincaid C.;Stemlar, Anne",23 AALL Spectrum 30 (2018-2019),Issue 5,notes,Leadership: Ask a Director,2018
2361,Creating Library Spaces That Work,"Dyer, Lily;Harkins, Brian;Pal, Anupama",23 AALL Spectrum 36 (2018-2019),Issue 5,notes,Education,2018
2362,Litigation Analytics: Bringing Experience to New Tools,"Dewey, Michelle Hook;Flanagan, G. Patrick",23 AALL Spectrum 41 (2018-2019),Issue 5,notes,Technology: Talking Tech,2018
2365,Securing Buy-in,"Knight, Dolly M.;Nash, Maribel;Vanderlin, Scott",23 AALL Spectrum 52 (2018-2019),Issue 5,notes,Business Edge: Reference Desk,2018
2366,"Final Thoughts, New Beginnings","Niedringhaus, Kristina L.",23 AALL Spectrum 1 (2018-2019),Issue 6,notes,Editor's Note,2018
2368,The Legal Industry Landscape Is Changing Rapidly,"Cadmus, Femi",23 AALL Spectrum 5 (2018-2019),Issue 6,comments,President's Message,2018
2374,Creating Successful Workplace Transitions,"Alexander, Andrea",23 AALL Spectrum 20 (2018-2019),Issue 6,article,,2018
2375,The Benefits of Collaborative Purchasing,"Lawless-Collins, Anna;Wight, Katy",23 AALL Spectrum 24 (2018-2019),Issue 6,article,,2018
2376,Embracing Messiness in the Law Library (without Abandoning the Checklist),"McClure, David;Steenken, Beau",23 AALL Spectrum 28 (2018-2019),Issue 6,article,,2018
2378,Ask a Director,"Broskey, Lorelei A.;Klinefelter, Anne",23 AALL Spectrum 36 (2018-2019),Issue 6,notes,Leadership,2018
2379,AALL Gallagher Award,"Knecht, Elaine M.",23 AALL Spectrum 38 (2018-2019),Issue 6,notes,Leadership,2018
2380,Achievements in Legal Literature,"Alayan, Kristina J.",23 AALL Spectrum 42 (2018-2019),Issue 6,notes,Leadership,2018
2381,2019 AALL Hall of Fame,"Lemann, Catherine",23 AALL Spectrum 44 (2018-2019),Issue 6,notes,Leadership,2018
2382,Breaking down the Presidental Records Act,"Lamdan, Sarah;Peros, Janet",23 AALL Spectrum 47 (2018-2019),Issue 6,notes,Advocacy,2018
2383,"Talking Tech: First Our Books, and Now Our Jobs","DiDomenico, Patrick;Lee, James",23 AALL Spectrum 50 (2018-2019),Issue 6,notes,Technology,2018
2385,Reference Desk: The Changing Law Library,"Knight, Dolly M.;Nash, Maribel;Vanderlin, Scott",23 AALL Spectrum 56 (2018-2019),Issue 6,notes,Business Edge,2018
2387,Successfully Embracing Change: The Keys Are at Your Fingertips,"Lastres, Steven A.",24 AALL Spectrum 1 (2019-2020),Issue 1,notes,Editor's Note,2019
2389,Moving Forward: Unveiling Our New Strategic Plan,"Cosby, Michelle",24 AALL Spectrum 5 (2019-2020),Issue 1,comments,President's Message,2019
2392,Member Profile: Vantage Point,"Dewey, Michelle Hook",24 AALL Spectrum 12 (2019-2020),Issue 1,notes,Up Front,2019
2394,Data-Driven Legal Services: New Roles for Information Professionals to Make Law Firms More Competitive,"Walters, Ed;Lowry, Katherine",24 AALL Spectrum 14 (2019-2020),Issue 1,article,,2019
2395,The Transformation of the Law Firm: An Overview of the New Normal in Legal Services,"Shenkman, Evan J.",24 AALL Spectrum 18 (2019-2020),Issue 1,article,,2019
2396,Boost Your Cross-Selling Efforts with Technology & Smart Collaboration,"Kamien, David",24 AALL Spectrum 21 (2019-2020),Issue 1,article,,2019
2398,Ask a Director: Artificial Intelligence Trends to Watch in the Legal Industry,"Gebauer, Marlene",24 AALL Spectrum 28 (2019-2020),Issue 1,notes,Leadership,2019
2399,Continuing the Conversation on Diversity & Inclusion,"Dyszlewski, Nicole P.;Joyner, Zanada;Laporte, Joshua",24 AALL Spectrum 30 (2019-2020),Issue 1,notes,Community,2019
2400,Talking Tech: Upgrade Your Legal Tech IQ,"Le, Avery",24 AALL Spectrum 33 (2019-2020),Issue 1,notes,Technology,2019
2401,Using the Power of Storytelling to Shape Your Institution's Narrative,"de Perio Wittman, Jessica",24 AALL Spectrum 36 (2019-2020),Issue 1,article,Education,2019
2403,Practical Competitive Intelligence: Breaking down the Basics,"Miles, Kevin",24 AALL Spectrum 42 (2019-2020),Issue 1,notes,Business Edge,2019
2404,Reference Desk: Co-Worker Conundrum: The Slacker,"Knight, Dolly M.;Nash, Maribel;Vanderlin, Scott",24 AALL Spectrum 44 (2019-2020),Issue 1,notes,Business Edge,2019
2406,The Rise of Data-Driven Legal Services,"Lastres, Steven A.",24 AALL Spectrum 1 (2019-2020),Issue 2,notes,Editor's Note,2019
2408,Using Data to Tell Your Story: Tap into AALL's Resources,"Cosby, Michelle",24 AALL Spectrum 5 (2019-2020),Issue 2,comments,President's Message,2019
2410,Member Profile: Vantage Point,"Matamoros, Alex Berrio",24 AALL Spectrum 8 (2019-2020),Issue 2,notes,Up Front,2019
2412,"Inside the Black Box of Search Algorithms: A behind-the-Scenes Look at the Algorithms That Rank Results in Bloomberg Law, Fastcase, Lexis Advance, and Westlaw","Mart, Susan Nevelow;Breda, Joe;Walters, Ed;Sierra, Tito;Al-Kofahi, Khalid",24 AALL Spectrum 10 (2019-2020),Issue 2,article,,2019
2413,The Legal Analytics & Innovation Initiative: GSU College of Law's Cutting-Edge Data Analytics Courses Prepare Law Students for the Legal Jobs of Tomorrow,"Tucker, Anne;Chapman, Ben",24 AALL Spectrum 16 (2019-2020),Issue 2,article,,2019
2414,Promoting Data Competency in Law Firms: How Law Librarians Can Lead the Charge to Help Firms Master Data Analytics and New Legal Technologies,"Becker, Josh",24 AALL Spectrum 20 (2019-2020),Issue 2,article,,2019
2415,Law Librarians & the Future of Law Firms,"Furlong, Jordan",24 AALL Spectrum 23 (2019-2020),Issue 2,article,,2019
2416,"Leader Profile: Volunteer, Initiate Change & Stay Active","Butler, Patrick H.",24 AALL Spectrum 26 (2019-2020),Issue 2,notes,Leadership,2019
2417,Ask a Director: Shaping Legal Data Analytics,"Stouffer, Christine M.;Baker, Jamie J.",24 AALL Spectrum 30 (2019-2020),Issue 2,notes,Leadership,2019
2418,Celebrating 30 Years of AALL's Legislative Advocacy Program,"Melnick, Todd",24 AALL Spectrum 32 (2019-2020),Issue 2,notes,Advocacy,2019
2419,A Closer Look at the European Union Copyright Directive,"Reis, Sarah",24 AALL Spectrum 35 (2019-2020),Issue 2,notes,Advocacy,2019
2420,Talking Tech: Powerful Password and Authentication Tools for Improving the Use of Online Legal Research Databases,"Davison, Andre",24 AALL Spectrum 39 (2019-2020),Issue 2,notes,Technology,2019
2421,Bridging All the Gaps: An Ongoing Discussion,"Florio, Emily R.;Alayan, Kristina J.",24 AALL Spectrum 42 (2019-2020),Issue 2,notes,Community,2019
2423,Practical Competitive Intelligence: The Power of CI Checklists,"Miles, Kevin",24 AALL Spectrum 48 (2019-2020),Issue 2,notes,Business Edge,2019
2424,Managing up,"Knight, Dolly M.;Nash, Maribel;Vanderlin, Scott",24 AALL Spectrum 50 (2019-2020),Issue 2,notes,Reference Desk,2019
2426,Continuous Professional Development,"Lastres, Steven A.",24 AALL Spectrum 1 (2019-2020),Issue 3,notes,Editor's Note,2019
2428,Good Leaders Never Stop Learning,"Cosby, Michelle",24 AALL Spectrum 5 (2019-2020),Issue 3,comments,President's Message,2019
2430,Member Profile: Vantage Point,"Rodriguez, Marcelo",24 AALL Spectrum 8 (2019-2020),Issue 3,notes,Up Front,2019
2433,Fostering a Culture of Teamwork around Continuous Professional Development,"Miguel-Stearns, Teresa",24 AALL Spectrum 12 (2019-2020),Issue 3,article,,2019
2434,Developing Leadership Influence: Key Takeaways from the American Association of Law Libraries' (AALL) Inaugural Executive Leadership Institute,"Robak, Michael",24 AALL Spectrum 17 (2019-2020),Issue 3,article,,2019
2435,"A Smarter Way to Make Early and Mid-Career Decisions: Tips for Evaluating Your Interests, Setting Priorities, and Building a Network","Drake, Alyson;Runge, Franklin L.;Williams, Austin Martin",24 AALL Spectrum 20 (2019-2020),Issue 3,article,,2019
2436,Leader Profile: The Crash That Lead to a Career,"Estes, Mark E.",24 AALL Spectrum 24 (2019-2020),Issue 3,notes,Leadership,2019
2437,Ask a Director: Leading in Turbulent Times,"Williams, Austin Martin;Walker, David C.",24 AALL Spectrum 28 (2019-2020),Issue 3,notes,Leadership,2019
2438,Talking Tech: The Evolving Market for Company Information,"Flanagan, G. Patrick",24 AALL Spectrum 31 (2019-2020),Issue 3,notes,Technology,2019
2439,Using Webinars to Build Community,"Hamilton, Deborah",24 AALL Spectrum 34 (2019-2020),Issue 3,notes,Community,2019
2440,Knowledge to the Rescue!: The Innovative Deployment of Information Professionals,"Bailey, Scott D.;Simms, Katherine P.",24 AALL Spectrum 36 (2019-2020),Issue 3,notes,Education,2019
2443,Practical Competitive Intelligence: Standard & Non-Standard Competitive Intelligence Resources,"Miles, Kevin",24 AALL Spectrum 48 (2019-2020),Issue 3,notes,Business Edge,2019
2444,Reference Desk: Dealing with Burnout,"Knight, Dolly M.;Nash, Maribel;Vanderlin, Scott",24 AALL Spectrum 50 (2019-2020),Issue 3,notes,Business Edge,2019
2446,Education & the next Frontier,"Lastres, Steven A.",24 AALL Spectrum 1 (2019-2020),Issue 4,notes,Editor's Note,2019
2448,"Empower Yourself: AALL Publications, Programs, and Meetings","Cosby, Michelle",24 AALL Spectrum 5 (2019-2020),Issue 4,comments,President's Message,2019
2450,Member Profile: Vantage Point,"McHenry, Michael",24 AALL Spectrum 8 (2019-2020),Issue 4,notes,Up Front,2019
2453,Engage!: The next-Gen of Online Instruction,"Lipford, Amy;Crandall, Kathryn",24 AALL Spectrum 12 (2019-2020),Issue 4,article,,2019
2454,Building Strategic Partnerships through Collaboration between Law Libraries,"Carpino, Lindsey;Mentkowski, Annie;Nejdl, Clanitra Stewart",24 AALL Spectrum 16 (2019-2020),Issue 4,article,,2019
2455,Discovering Diamonds in Your Survey Data,"de Perio Wittman, Jessica;Brown, Katie",24 AALL Spectrum 20 (2019-2020),Issue 4,article,,2019
2456,"Lights, Camera, Action: Creating Screencasting Videos That Engage Viewers","Holahan, Alisa;Noel, Joe;Zhang, Lei",24 AALL Spectrum 23 (2019-2020),Issue 4,article,,2019
2457,Leader Profile: Law Librarianship: A Kind of Kismet,"Williams, Beth",24 AALL Spectrum 26 (2019-2020),Issue 4,notes,Leadership,2019
2458,Ask a Colleague: The Chief Innovation Officer Role,"Monte, Catherine;Lynch, Gina",24 AALL Spectrum 30 (2019-2020),Issue 4,notes,Leadership,2019
2459,Talking Tech: TPACK & SAMR: Real Frameworks for Evaluating Instructional Technology,"Parsons, Patrick",24 AALL Spectrum 33 (2019-2020),Issue 4,notes,Technology,2019
2462,Practical Competitive Intelligence: Special Purpose CI Reports,"Miles, Kevin",24 AALL Spectrum 46 (2019-2020),Issue 4,notes,Business Edge,2019
2463,Reference Desk: Tackling Public Speaking,"Knight, Dolly M.;Nash, Maribel;Vanderlin, Scott",24 AALL Spectrum 50 (2019-2020),Issue 4,notes,Business Edge,2019
2465,Taking on Tech: Discover What Works Best for You,"Cosby, Michelle",24 AALL Spectrum 1 (2019-2020),Issue 5,comments,President's Message,2019
2467,"Understanding the Legal, Ethical & Professional Issues of Using Technology in Law Libraries","Lastres, Steven A.",24 AALL Spectrum 4 (2019-2020),Issue 5,comments,Editor's Note,2019
2469,Member Profile: Vantage Point,"Le, Avery",24 AALL Spectrum 8 (2019-2020),Issue 5,notes,Up Front,2019
2472,Artificial Intelligence & Implicit Bias: With Great Power Comes Great Responsibility: Addressing the Biases Inherent in the Datasets That Drive AI Applications and Their Algorithms,"Nayyer, Kim P.;Rodriguez, Marcelo;Sutherland, Sarah",24 AALL Spectrum 14 (2019-2020),Issue 5,article,,2019
2473,Pitching for Home Runs: Victory at AALL's Innovation Tournament,"Davison, Andre;Reeve Davis, Allison C.",24 AALL Spectrum 17 (2019-2020),Issue 5,article,,2019
2474,A Closer Look at the Caselaw Access Project,"Ching, Tina S.;Eiseman, Jason;Nevers, Shawn G.",24 AALL Spectrum 20 (2019-2020),Issue 5,article,,2019
2475,Leader Profile: Law Librarianship: Embracing Esprit de Corps,"Laskowski, Casandra",24 AALL Spectrum 24 (2019-2020),Issue 5,notes,Leadership,2019
2476,Ask a Director: Information Security Concerns,"Lambert, Greg",24 AALL Spectrum 28 (2019-2020),Issue 5,notes,Leadership,2019
2477,"Claiming Our Diversity, Celebrating Our Common Ground","de la Torre, Victoria;Rodriguez, Marcelo",24 AALL Spectrum 30 (2019-2020),Issue 5,notes,Community,2019
2478,Talking Tech: Playing by the Digital Era's Rules,"Hunter, Pia M.",24 AALL Spectrum 33 (2019-2020),Issue 5,notes,Technology,2019
2479,Meet Jim Kwik,"Kwik, Jim",24 AALL Spectrum 36 (2019-2020),Issue 5,notes,Education,2019
2480,Leveraging Open Educational Resources & Affordable Course Materials in Legal Education,"Davis, Lisa;Neary, Mary Ann",24 AALL Spectrum 40 (2019-2020),Issue 5,notes,Education,2019
2481,Rethinking the Scholarly Legal Publishing Life Cycle,"Holt, David Brian;Beck, Erik",24 AALL Spectrum 44 (2019-2020),Issue 5,notes,Education,2019
2483,Practical Competitive Intelligence: Using Graphics in CI Reports,"Miles, Kevin",24 AALL Spectrum 50 (2019-2020),Issue 5,notes,Business Edge,2019
2484,Reference Desk: Surviving an Open Office Environment,"Knight, Dolly M.;Nash, Maribel;Vanderlin, Scott",24 AALL Spectrum 54 (2019-2020),Issue 5,notes,Business Edge,2019
2486,Sharing Best Practices Helps Ensure Quality & Excellence,"Lastres, Steven A.",24 AALL Spectrum 1 (2019-2020),Issue 6,notes,Editor's Note,2019
2488,Going Forward Together: Empowering One Another in Challenging Times,"Cosby, Michelle",24 AALL Spectrum 5 (2019-2020),Issue 6,comments,President's Message,2019
2494,Legal Research Database Evaluation: Using Objective and Subjective Criteria to Ensure Consistent Comparison,"Estes, Mark E.;Stock, Jonathan C.",24 AALL Spectrum 18 (2019-2020),Issue 6,article,,2019
2495,Conducting 50-State Survey Research: Lessons Learned through Criminal Justice Research,"Kearney, Janet",24 AALL Spectrum 23 (2019-2020),Issue 6,article,,2019
2496,Developing Allstar with Community Participation,"Baker, Jamie J.;Hudson, Michelle;Panella, Jessica",24 AALL Spectrum 26 (2019-2020),Issue 6,article,,2019
2497,Lightning Lessons,"Blechner, A. J.;Joy, Heather",24 AALL Spectrum 29 (2019-2020),Issue 6,article,,2019
2498,Leader Profile: Overcoming Obstacles & Pushing through,"Anderson, Steven P.",24 AALL Spectrum 32 (2019-2020),Issue 6,notes,Leadership,2019
2499,Ask a Colleague: Master Class for New Legal Information Professionals,"Runyon, Amanda",24 AALL Spectrum 36 (2019-2020),Issue 6,notes,Leadership,2019
2500,Award Season: AALL Gallagher Award,"Lemann, Catherine",24 AALL Spectrum 38 (2019-2020),Issue 6,notes,Leadership,2019
2501,Award Season: Achievements in Legal Literature,"Duggan, James E.",24 AALL Spectrum 42 (2019-2020),Issue 6,notes,Leadership,2019
2502,Award Season: 2020 AALL Hall of Fame,"Lemann, Catherine",24 AALL Spectrum 44 (2019-2020),Issue 6,notes,Leadership,2019
2503,Talking Tech: Task Automation in the Law Library,"Brown, Cynthia;Hook Dewey, Michelle;Mendez, Jennifer",24 AALL Spectrum 47 (2019-2020),Issue 6,notes,Technology,2019
2504,Opportunity Deferred: A Law Librarian's Guide to the Public Service Loan Forgiveness Program,"Matchen, David E. Jr.",24 AALL Spectrum 50 (2019-2020),Issue 6,notes,Advocacy,2019
2506,Practical Competitive Intelligence: Business Continuity CI Background Report,"Miles, Kevin",24 AALL Spectrum 58 (2019-2020),Issue 6,notes,Business Edge,2019
2507,Reference Desk: The Ever-Evolving Workplace: Tips for Adapting to Change,"Knight, Dolly M.;Nash, Maribel;Vanderlin, Scott",24 AALL Spectrum 60 (2019-2020),Issue 6,notes,Business Edge,2019
