,Title,Author,Citation,Issue,Type ,Description,Year
2509,COVID-19: The New Frontier of Law Librarianship,"Lastres, Steven A.",25 AALL Spectrum 1 (2020-2021),Issue 1,notes,Editor's Note,2020
2511,Moving Forward Together While Physically Apart,"Florio, Emily R.",25 AALL Spectrum 5 (2020-2021),Issue 1,comments,President's Message,2020
2515,Novel Responses: Helping Law Firms Answer Clients' COVID-19 Questions: Littler Mendelson's Novel Responses to the Coronavirus Crisis,"Brown, Cynthia;Davis, Allison Reeve",25 AALL Spectrum 12 (2020-2021),Issue 1,article,,2020
2516,Academic Law Libraries & the Early Days of the COVID-19 Pandemic,"Nejdl, Clanitra Stewart;Lewis, Edna",25 AALL Spectrum 16 (2020-2021),Issue 1,article,,2020
2517,Global COVID-19 Research Efforts,"Rodriguez, Marcelo;Beauchamp-Tremblay, Xavier;Acosta, Luis",25 AALL Spectrum 20 (2020-2021),Issue 1,article,,2020
2518,Leader Profile: Leading with Wisdom & Insight,"Florio, Emily R.",25 AALL Spectrum 24 (2020-2021),Issue 1,comments,Leadership,2020
2519,Ask a Director: Diversity and Inclusion Opportunities,"Cadmus, Femi;Witt, R. Martin",25 AALL Spectrum 28 (2020-2021),Issue 1,comments,Leadership,2020
2520,Open Educational Resources Repositories for Casebooks & Textbooks,"Reed, Kayla;Shephard, Karen",25 AALL Spectrum 30 (2020-2021),Issue 1,notes,Education,2020
2521,Strategies for Redesigning Library Research Training Programs,"Delgado, Ana;Ewing, Greg;Rosenof, Liza",25 AALL Spectrum 34 (2020-2021),Issue 1,notes,Education,2020
2522,Talking Tech: Disaster Planning and the Virtual Law Library,"Jones, Faye",25 AALL Spectrum 39 (2020-2021),Issue 1,notes,Technology,2020
2523,Voices across the Spectrum: How Law Libraries Can Help Tell the Black Lives Matter Movement's Story,"Huderson-Poydras, Phebe E.;Wheeler, Ronald E.",25 AALL Spectrum 41 (2020-2021),Issue 1,notes,Community,2020
2524,Perspectives: My Personal Experiences with Systemic Racism,"Adams, Errol",25 AALL Spectrum 44 (2020-2021),Issue 1,notes,Community,2020
2525,Reference Desk: Staying Connected While Working Remotely,"Nash, Maribel;Vanderlin, Scott",25 AALL Spectrum 46 (2020-2021),Issue 1,notes,Business Edge,2020
2527,Adapting & Evolving in a Digital World,"Lastres, Steven A.",25 AALL Spectrum 1 (2020-2021),Issue 2,notes,Editor's Note,2020
2529,Innovation: A Necessity & an Opportunity,"Florio, Emily R.",25 AALL Spectrum 5 (2020-2021),Issue 2,comments,President's Message,2020
2533,Tech-Savvy Law Librarians for the New Era,"Godley, Stephanie",25 AALL Spectrum 10 (2020-2021),Issue 2,article,,2020
2534,Legal Information Professionals: The next Generation,"Brown, Toby",25 AALL Spectrum 13 (2020-2021),Issue 2,article,,2020
2535,The Power of Litigation Analytics Platforms,"Merrill, Rick",25 AALL Spectrum 15 (2020-2021),Issue 2,article,,2020
2536,Leader Profile: Leading with Optimism,"Riccio, Holly M.",25 AALL Spectrum 18 (2020-2021),Issue 2,comments,Leadership,2020
2537,Ask a Director: The Impact of COVID-19 on Organizations' Tech Plans,"Liebert, June Hsiao;Hart, Edward",25 AALL Spectrum 22 (2020-2021),Issue 2,comments,Leadership,2020
2538,COVID-19: The Perfect Storm of Isolation & Lack of Representation,"Duval, Aesha;Cepeda, Geraldine;Gutierrez, Gina",25 AALL Spectrum 24 (2020-2021),Issue 2,notes,Advocacy,2020
2539,Voices across the Spectrum: Combating Systemic Racism,"Davison, Andre",25 AALL Spectrum 29 (2020-2021),Issue 2,notes,Community,2020
2540,Talking Tech: Aligning Systems Design & Service Delivery in a Time of Great Change,"McAllister, Courtney",25 AALL Spectrum 32 (2020-2021),Issue 2,notes,Technology,2020
2542,Practical Competitive Intelligence: Managing Expectations in the Age of Working from Home,"Gediman, Mark",25 AALL Spectrum 40 (2020-2021),Issue 2,notes,Business Edge,2020
2543,Reference Desk: Taking the next Step in Your Career,"Nash, Maribel;Vanderlin, Scott",25 AALL Spectrum 42 (2020-2021),Issue 2,notes,Business Edge,2020
2545,A Call to the next Generation of Leaders,"Lastres, Steven A.",25 AALL Spectrum 1 (2020-2021),Issue 3,notes,Editor's Note,2020
2547,Finding Silver Linings,"Florio, Emily R.",25 AALL Spectrum 5 (2020-2021),Issue 3,comments,President's Message,2020
2551,Innovation & Access to Justice: The Role of the Academic Law Library,"Pratt, Staci;Hosterman, Montanna",25 AALL Spectrum 12 (2020-2021),Issue 3,article,,2020
2552,Leadership from A to Z,"Klinefelter, Anne",25 AALL Spectrum 16 (2020-2021),Issue 3,article,,2020
2553,Successful Onboarding: Creating an Environment Where New Employees Can Succeed,"Williams, Janeen;Reeve Davis, Allison C.",25 AALL Spectrum 18 (2020-2021),Issue 3,article,,2020
2554,Leader Profile: Navigating through the Challenges,"Winston, Andrew",25 AALL Spectrum 22 (2020-2021),Issue 3,comments,Leadership,2020
2555,Ask a Director: Leading during Times of Uncertainty,"Affelt, Amy;Leiter, Richard",25 AALL Spectrum 26 (2020-2021),Issue 3,comments,Leadership,2020
2556,On the Ground: Real-World Solutions: Best Practices for a Mini-Survey Program,"Leong, Kelly M.;Pal, Sangeeta",25 AALL Spectrum 28 (2020-2021),Issue 3,notes,Leadership,2020
2557,COVID-19: How Law Libraries Succeeded by Going Virtual during the Pandemic,"Megerman, Shira;Rodriguez, Marcelo",25 AALL Spectrum 31 (2020-2021),Issue 3,notes,Education,2020
2558,The Hearing Impaired Law Librarian: Navigating Silent Spaces,"Cheney, Mari",25 AALL Spectrum 34 (2020-2021),Issue 3,notes,Education,2020
2559,Voices across the Spectrum: Tough Conversations about Race: Let the Book Start the Discussion,"Bassett, Cynthia W.;Phillips, Kara",25 AALL Spectrum 39 (2020-2021),Issue 3,notes,Community,2020
2560,Talking Tech: Teaching Legal Tech Is Not Optional,"Lawson, Joseph D.",25 AALL Spectrum 42 (2020-2021),Issue 3,notes,Technology,2020
2561,Practical Competitive Intelligence: Taking on CI in the Virtual World,"Miles, Kevin",25 AALL Spectrum 44 (2020-2021),Issue 3,notes,Business Edge,2020
2562,Reference Desk: Best Practices for Remote Instruction,"Nash, Maribel;Vanderlin, Scott",25 AALL Spectrum 46 (2020-2021),Issue 3,notes,Business Edge,2020
2564,Law Librarians Are Innovators in Education & Technology,"Lastres, Steven A.",25 AALL Spectrum 1 (2020-2021),Issue 4,notes,Editor's Note,2020
2566,Further Embracing Our Virtual Reality,"Florio, Emily R.",25 AALL Spectrum 5 (2020-2021),Issue 4,comments,President's Message,2020
2570,Brief Analysis Tools in the Legal Research Classroom: Challenges & Best Practices,"Neary, Mary Ann;Chen, Sherry Xin",25 AALL Spectrum 10 (2020-2021),Issue 4,article,,2020
2571,Using Social Stypes in the Time of Social Distancing: Improving Communication & Collaboration,"Sutor, Alycia;Linkowski, Robin",25 AALL Spectrum 14 (2020-2021),Issue 4,article,,2020
2572,Undergraduate Law Courses: A New Opportunity for Law Librarians,"Striepe, Thomas;Wolfson, Stephen M.",25 AALL Spectrum 17 (2020-2021),Issue 4,article,,2020
2573,Bridging the Gap between Public Libraries & Law Libraries to Improve Access to Justice,"Pic, Sara V.",25 AALL Spectrum 20 (2020-2021),Issue 4,article,,2020
2574,Leader Profile: Promoting Diversity & Inclusion within the Profession,"Perry, Nichelle",25 AALL Spectrum 24 (2020-2021),Issue 4,comments,Leadership,2020
2575,Ask a Director: Leading during Times of Uncertainty,"Ford, Krista",25 AALL Spectrum 28 (2020-2021),Issue 4,comments,Leadership,2020
2576,On the Ground: Real-World Solutions: Sweating the Small Stuff: Writing Letters of Recommendation,"Alayan, Kristina J.;Dewey, Michelle Hook",25 AALL Spectrum 30 (2020-2021),Issue 4,notes,Leadership,2020
2577,On the Ground: Real-World Solutions: Writing Winning Personal Statements for Scholarship Applications,"Nolan, Savanna",25 AALL Spectrum 32 (2020-2021),Issue 4,notes,Leadership,2020
2578,Talking Tech: Teaching Legal Tech Is Not Optional,"Lawson, Joseph D.",25 AALL Spectrum 35 (2020-2021),Issue 4,notes,Technology,2020
2579,COVID-19: How Did Your Staff Respond to the Pandemic?,"Megerman, Shira;Rodriguez, Marcelo",25 AALL Spectrum 37 (2020-2021),Issue 4,notes,Education,2020
2580,"""Can You Get Me Some Information...?"" Helpful Data, Findings & Resources for Legal Information Professionals from the NALP Foundation","Hornblower, Fiona Trevelyan",25 AALL Spectrum 40 (2020-2021),Issue 4,notes,Education,2020
2581,"Voices across the Spectrum: Grit, Gusto & the Greater Good: The Formation of a First-Gen Caucus","Evans, Rachel;Fix, Deanne;Lawson, Joseph D.;McMahon, Sara Monalea;Pittman, Aimee",25 AALL Spectrum 44 (2020-2021),Issue 4,notes,Community,2020
2582,Reference Desk: Tackling Performance Reviews during the Pandemic,"Knight, Dolly;Nash, Maribel;Vanderlin, Scott",25 AALL Spectrum 47 (2020-2021),Issue 4,notes,Business Edge,2020
2584,Transforming Legal Practice through Advances in Machine Learning & Data Science,"Lastres, Steven A.",25 AALL Spectrum 1 (2020-2021),Issue 5,notes,Editor's Note,2020
2586,Finding Meaning in Our Work,"Florio, Emily R.",25 AALL Spectrum 5 (2020-2021),Issue 5,comments,President's Message,2020
2590,From Vellum to Vectors,"Arredondo, Pablo;Qadrud-Din, Javed",25 AALL Spectrum 12 (2020-2021),Issue 5,article,,2020
2591,10 Ways Data Science Can Help Law Librarians,"Lin, Sarah",25 AALL Spectrum 16 (2020-2021),Issue 5,article,,2020
2592,"Brief Analyzer Tools in Law Firms: Evaluation, Implementation & Attorney Adoption","Johnson, Cara Henley",25 AALL Spectrum 20 (2020-2021),Issue 5,article,,2020
2593,Leader Profile: Capitalizing on Good Luck,"Pipins, C. J.",25 AALL Spectrum 24 (2020-2021),Issue 5,comments,Leadership,2020
2594,Ask a Director: Marketing Your Data Analytics Skills & Services,"Mehlhorn, Saskia;Lowry, Katherine",25 AALL Spectrum 28 (2020-2021),Issue 5,comments,Leadership,2020
2596,Christopher Columbus Langdell + A Missing Orange Tabby = A Library Whodunit,"Biondo, Catherine M.",25 AALL Spectrum 34 (2020-2021),Issue 5,notes,Education,2020
2597,COVID-19: How Did Your Staff Respond to the Pandemic?,"Megerman, Shira;Rodriguez, Marcelo",25 AALL Spectrum 37 (2020-2021),Issue 5,notes,Education,2020
2598,Talking Tech: Forecasting Technology Developments in the Legal System,"Sutherland, Sarah",25 AALL Spectrum 40 (2020-2021),Issue 5,notes,Technology,2020
2599,Voices across the Spectrum: Olive Pits in Allyship,"Laskowski, Casandra",25 AALL Spectrum 44 (2020-2021),Issue 5,notes,Community,2020
2600,Practical Competitive Intelligence: The Role of Ethics in Competitive Intelligence,"Gediman, Mark",25 AALL Spectrum 46 (2020-2021),Issue 5,notes,Business Edge,2020
2601,Reference Desk: Successfully Managing Remote Projects,"Childs, Miriam;Davison, Andre;Vanderlin, Scott",25 AALL Spectrum 48 (2020-2021),Issue 5,notes,Business Edge,2020
2605,Parting Thoughts & Appreciation,"Florio, Emily R.",25 AALL Spectrum 5 (2020-2021),Issue 6,comments,President's Message,2020
2609,Scaling Mountains Together from Difficult Conversations to Collaborative Action,"McKennerney, Christina",25 AALL Spectrum 10 (2020-2021),Issue 6,article,,2020
2610,The Rooney Rule for Law Libraries,"Taoultsides, George",25 AALL Spectrum 14 (2020-2021),Issue 6,article,,2020
2611,"Law Libraries Answering the Call: Building Anti-Racism, Diversity, Equity, Inclusion & Social Justice Resources","Ugstad, Jessica",25 AALL Spectrum 16 (2020-2021),Issue 6,article,,2020
2612,Creating a More Diverse Workforce,"Dalton, Shamika D.;Hickman, Annelee;Holloway, Trina",25 AALL Spectrum 20 (2020-2021),Issue 6,article,,2020
2615,Ask a Director: Creating More Diverse & Inclusive Library Teams,"Egan, Elaine M.;Wheeler, Ronald E. Jr.",25 AALL Spectrum 36 (2020-2021),Issue 6,comments,Leadership,2020
2616,Gallagher Award Celebrates Outstanding Achievement in Law Librarianship,"Alayan, Kristina J.",25 AALL Spectrum 38 (2020-2021),Issue 6,notes,Leadership,2020
2617,Joseph L. Andrews Award Celebrates Achievements in Legal Literature,"Barmakian, Deanna",25 AALL Spectrum 41 (2020-2021),Issue 6,notes,Leadership,2020
2618,2021 AALL Hall of Fame,"Duggan, James E.",25 AALL Spectrum 44 (2020-2021),Issue 6,notes,Leadership,2020
2619,Talking Tech: Five Tech Platforms That Can Further Diversity & Reduce Bias in the Legal Information Realm,"Lee, Mandy",25 AALL Spectrum 47 (2020-2021),Issue 6,notes,Technology,2020
2620,COVID-19: How Did Your Staff Respond to the Pandemic?,"Megerman, Shira;Rodriguez, Marcelo",25 AALL Spectrum 50 (2020-2021),Issue 6,notes,Education,2020
2621,"Voices across the Spectrum: Feeling Invisible, Feeling Exposed, Feeling Seen: The Paradoxes of Accommodations","Robbins, Anne",25 AALL Spectrum 54 (2020-2021),Issue 6,notes,Community,2020
2623,Reference Desk: Prioritizing an Inclusive Workplace Culture,"Childs, Miriam;Davison, Andre;Vanderlin, Scott",25 AALL Spectrum 60 (2020-2021),Issue 6,notes,Business Edge,2020
2626,Law Librarians: Drivers of Innovation,"Lastres, Steven A.",26 AALL Spectrum 1 (2021-2022),Issue 1,notes,Editor's Note,2021
2628,Turning Challenges into Opportunities for Innovation,"Rodriguez, Diane M.",26 AALL Spectrum 5 (2021-2022),Issue 1,comments,President's Message,2021
2633,Facilitating Innovation in Academic & Law Firm Settings: How to Take Your Innovative Idea and Turn It into a True Innovation,"Brown, Cynthia;Wondracek, Jennifer",26 AALL Spectrum 14 (2021-2022),Issue 1,article,,2021
2634,Add E-Discovery to Your Legal Tech Toolbox: Tips for Providing E-Discovery Support and Instruction in Law Firm and Academic Law Libraries,"Capps, Meredith",26 AALL Spectrum 18 (2021-2022),Issue 1,article,,2021
2635,"How to Surf the Labor Disruption Tsunami: Tips for Hiring, Onboarding, and Managing Employees in the Post-Pandemic Workplace","Brown, Cynthia;Nevin, Caroline;Runyon, Amanda",26 AALL Spectrum 22 (2021-2022),Issue 1,article,,2021
2636,"Building Play-to-Win Cultures & Emotionally Intelligent Teams: Strategies and Advice for Creating New, Post-Pandemic Work Environments","Barley, Jenn;Sullivan, Karen",26 AALL Spectrum 26 (2021-2022),Issue 1,article,,2021
2638,Innovation after COVID,"Williams, Beth;Agno, Kathleen",26 AALL Spectrum 34 (2021-2022),Issue 1,comments,Leadership: Ask a Director,2021
2639,From Start to Finish: Tips from an Imperfect but Aspiring Writer,"Ahlbrand, Ashley Ames",26 AALL Spectrum 36 (2021-2022),Issue 1,notes,Leadership: On the Ground: Real-World Solutions,2021
2640,Access to Justice & Academic Law Libraries,"Melnick, Todd;Park, Christine",26 AALL Spectrum 39 (2021-2022),Issue 1,notes,Education,2021
2641,Technology Decisions in Times of Uncertainty,"Snider, Leigh",26 AALL Spectrum 42 (2021-2022),Issue 1,notes,Technology: Talking Tech,2021
2642,#StopAAPIHate: A Law Librarian Call to Action,"Lee, Mandy",26 AALL Spectrum 44 (2021-2022),Issue 1,notes,Community: Voices across the Spectrum,2021
2644,Bringing Innovation to Your Organization,"Childs, Miriam;Davison, Andre;Vanderlin, Scott",26 AALL Spectrum 50 (2021-2022),Issue 1,notes,Business Edge: Reference Desk,2021
2646,Beyond Data Analytics 101: Data Literacy Competency for Law Librarians,"Lastres, Steven A.",26 AALL Spectrum 1 (2021-2022),Issue 2,notes,Editor's Note,2021
2648,Moving the Association Forward - Seeking Volunteers,"Rodriguez, Diane M.",26 AALL Spectrum 5 (2021-2022),Issue 2,comments,President's Message,2021
2653,DIY Analytics: Beyond Excel: Tips and Tools for Mastering the Basics of Statistics and Analytics to Create Your Own Data Projects,"Adams, Erik;Korn, Martin;Laskowski, Casandra",26 AALL Spectrum 12 (2021-2022),Issue 2,article,,2021
2654,How Data Analytics Can Change the Way Law Firms Do Business: Tips and Lessons Learned from the Client Value and Innovation Department at Ballard Spahr LLP,"Mayo, Lisa M.",26 AALL Spectrum 16 (2021-2022),Issue 2,article,,2021
2655,"A Framework for Understanding, Using & Teaching Litigation Analytics: Essential Concepts for Students, Lawyers, and Legal Information Professionals","Hook, Peter A.",26 AALL Spectrum 20 (2021-2022),Issue 2,article,,2021
2657,Implementing Data Analytics,"Barbone, Patricia;Digilio, John J.",26 AALL Spectrum 28 (2021-2022),Issue 2,comments,Leadership: Ask a Director,2021
2658,Taking the Best from a Bad Situation,"Evans, Rachel;Tubinis, Jason",26 AALL Spectrum 30 (2021-2022),Issue 2,notes,Leadership: On the Ground: Real-World Solutions,2021
2659,Developing Librarianship Pipeline Programs at HBCU Law Schools,"Perry, Nichelle",26 AALL Spectrum 34 (2021-2022),Issue 2,notes,Education,2021
2660,"Breaking down ""Othering"" within Law Librarianship","Megerman, Shira",26 AALL Spectrum 38 (2021-2022),Issue 2,notes,Community: Voices across the Spectrum,2021
2661,Law Librarians Are Data Science Specialists,"Koppang, Diana",26 AALL Spectrum 42 (2021-2022),Issue 2,notes,Technology: Talking Tech,2021
2662,Sharing the Competitive Intelligence Journey,"Whittington, Liz",26 AALL Spectrum 44 (2021-2022),Issue 2,notes,Business Edge: Practical Competitive Intelligence,2021
2663,Taking on Data Analytics,"Childs, Miriam;Davison, Andre;Vanderlin, Scott",26 AALL Spectrum 46 (2021-2022),Issue 2,notes,Business Edge: Reference Desk,2021
2665,The next Frontier: Developing Leadership Skills for the New Hybrid Workplace,"Lastres, Steven A.",26 AALL Spectrum 1 (2021-2022),Issue 3,notes,Editor's Note,2021
2667,Reflecting & Planning for a Successful New Year,"Rodriguez, Diane M.",26 AALL Spectrum 5 (2021-2022),Issue 3,comments,President's Message,2021
2672,"Leading Remote Teams: Tips and Best Practices for Providing a Structure to Address Challenges, Minimize Failures, and Create Successes","Williams, Austin Martin",26 AALL Spectrum 12 (2021-2022),Issue 3,article,,2021
2673,"Will They Stay or Will They Go Now? It's All about EQ: How Emotional Intelligence Can Disrupt the ""Great Resignation""","Barley, Jenn;Sullivan, Karen",26 AALL Spectrum 16 (2021-2022),Issue 3,article,,2021
2674,Impostor Syndrome in the Law Library Profession: What It Is and Strategies for Tackling the Issue Head on,"Golsby, Katelyn",26 AALL Spectrum 20 (2021-2022),Issue 3,article,,2021
2675,Law Librarians & Judicial Clerkships: An Essential Partnership for Teaching & Learning: Key Teaching Methods and Training Programs That Academic and Court Law Librarians Can Use to Successfully Prepare Law Students for Judicial Clerkships,"Rodriguez, Marcelo;Li, Sandy",26 AALL Spectrum 24 (2021-2022),Issue 3,article,,2021
2677,Leading Hybrid Teams,"Kennedy, Jocelyn;Sears, Mariann",26 AALL Spectrum 32 (2021-2022),Issue 3,comments,Leadership: Ask a Director,2021
2678,Thoughts on Why I Write & Why You Might Want to as Well,"Sutherland, Sarah",26 AALL Spectrum 34 (2021-2022),Issue 3,notes,Leadership: On the Ground: Real-World Solutions,2021
2679,Coming Soon to a Device near You: Using Technology to Expand Library Programming,"Jefferson, Jordan",26 AALL Spectrum 38 (2021-2022),Issue 3,notes,Technology: Talking Tech,2021
